사업장명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업종구분소분류,도,시,로
곤밥집,영업,제주특별자치도 제주시 한림읍 한림리 1328-61번지 한림수협제2위판장,"제주특별자치도 제주시 한림읍 한림해안로 141-3, 한림수협제2위판장 2층 4호",63032.0,기타,제주특별자치도,제주시,한림읍
바닐라파레트,영업,제주특별자치도 제주시 노형동 763-8번지,"제주특별자치도 제주시 진군길 56-2, 1층 (노형동)",63089.0,기타,제주특별자치도,제주시,진군길
섬사랑펜션식당,영업,제주특별자치도 제주시 애월읍 구엄리 413번지,제주특별자치도 제주시 애월읍 애월해안로 766,63050.0,한식,제주특별자치도,제주시,애월읍
언니네정식,영업,제주특별자치도 제주시 화북일동 2162-6번지,제주특별자치도 제주시 선반남1길 72 (화북일동),63299.0,한식,제주특별자치도,제주시,선반남1길
풍경채,영업,제주특별자치도 제주시 이호이동 855-2번지,제주특별자치도 제주시 오도길 10-3 (이호이동),63109.0,식육(숯불구이),제주특별자치도,제주시,오도길
다트바블스,영업,제주특별자치도 제주시 이도이동 1773-6번지 (진미1로10),"제주특별자치도 제주시 광양8길 6 (이도이동,(진미1로10))",63207.0,호프/통닭,제주특별자치도,제주시,광양8길
고산동산,영업,제주특별자치도 제주시 이도이동 1059-4 (오복로22),"제주특별자치도 제주시 고산동산5길 18 (이도이동,(오복로22))",63210.0,호프/통닭,제주특별자치도,제주시,고산동산5길
우리동네,영업,제주특별자치도 제주시 도남동 52-9,"제주특별자치도 제주시 신성로 64, 1층 (도남동)",63204.0,호프/통닭,제주특별자치도,제주시,신성로
명품치킨이도점,영업,제주특별자치도 제주시 이도이동 1028-4번지 (1층),제주특별자치도 제주시 구남로 45-8 (이도이동),63222.0,통닭(치킨),제주특별자치도,제주시,구남로
토끼가거북이보다빠르다,영업,제주특별자치도 제주시 외도일동 539-30,"제주특별자치도 제주시 우정로12길 23, 1층 (외도일동)",63069.0,한식,제주특별자치도,제주시,우정로12길
구엄소금,영업,제주특별자치도 제주시 애월읍 구엄리 1285-1번지,"제주특별자치도 제주시 애월읍 구엄길 96, 1층",63049.0,한식,제주특별자치도,제주시,애월읍
예솔원,영업,제주특별자치도 제주시 도남동 1136,"제주특별자치도 제주시 원남2길 26, 1층 (도남동)",63234.0,한식,제주특별자치도,제주시,원남2길
모어,영업,제주특별자치도 제주시 용담일동 2829-1 (1층),제주특별자치도 제주시 서광로5길 2-2 (용담일동),63184.0,한식,제주특별자치도,제주시,서광로5길
동화면사무소,영업,제주특별자치도 제주시 화북일동 13-9번지 (1층),제주특별자치도 제주시 동화로1길 49-1 (화북일동),63302.0,한식,제주특별자치도,제주시,동화로1길
옛길목,영업,제주특별자치도 제주시 도두일동 1212번지 제6-46호(1층),"제주특별자치도 제주시 오일장서길 26 (도두일동, 제6-46호)",63116.0,한식,제주특별자치도,제주시,오일장서길
흙돼지팡,영업,제주특별자치도 제주시 애월읍 봉성리 1733-2번지 (1층),제주특별자치도 제주시 애월읍 어림비로 122,63039.0,식육(숯불구이),제주특별자치도,제주시,애월읍
짱돌이와돈순이,영업,제주특별자치도 제주시 이도이동 1012-14번지 (1층),제주특별자치도 제주시 신성로14길 16 (이도이동),63206.0,중국식,제주특별자치도,제주시,신성로14길
맛좋은,영업,제주특별자치도 제주시 삼도일동 710-7번지,제주특별자치도 제주시 남성로 119 (삼도일동),63172.0,분식,제주특별자치도,제주시,남성로
참솔,영업,제주특별자치도 제주시 애월읍 유수암리 1042-7,"제주특별자치도 제주시 애월읍 유수암평화5길 21, 1층",63067.0,한식,제주특별자치도,제주시,애월읍
시로코,영업,제주특별자치도 제주시 용담삼동 1006,"제주특별자치도 제주시 용마서1길 27-7, 1층 (용담삼동)",63150.0,식육(숯불구이),제주특별자치도,제주시,용마서1길
강촌숯불닭갈비도남점,영업,제주특별자치도 제주시 도남동 915,제주특별자치도 제주시 도남로 11 (도남동),63200.0,호프/통닭,제주특별자치도,제주시,도남로
맛나하우스,영업,제주특별자치도 제주시 화북일동 3828-4번지 (화남로 26),"제주특별자치도 제주시 화남로 22 (화북일동,(화남로 26))",63298.0,한식,제주특별자치도,제주시,화남로
칠공팔공빛아지트,영업,제주특별자치도 제주시 삼도일동 532-6,"제주특별자치도 제주시 서사로 110, 1층 (삼도일동)",63176.0,분식,제주특별자치도,제주시,서사로
꼬치타운,영업,제주특별자치도 제주시 삼도일동 572-6 (서광로 155),,,호프/통닭,,,
팔각촌제주본점,영업,제주특별자치도 제주시 이도이동 406-1,"제주특별자치도 제주시 천수로 42, 1층 (이도이동)",63215.0,식육(숯불구이),제주특별자치도,제주시,천수로
제주돗,영업,제주특별자치도 제주시 한경면 조수리 254-1,,,한식,,,
금돈가,영업,제주특별자치도 제주시 애월읍 하귀2리 2717,"제주특별자치도 제주시 애월읍 가문동남길 63, 1층",63050.0,식육(숯불구이),제주특별자치도,제주시,애월읍
누렁소앤도새기,영업,제주특별자치도 제주시 애월읍 광령리 3010번지,"제주특별자치도 제주시 애월읍 광령남6길 14, 1층",63062.0,식육(숯불구이),제주특별자치도,제주시,애월읍
일품순두부삼화점,영업,제주특별자치도 제주시 삼양이동 2176-14,"제주특별자치도 제주시 삼봉로2길 54, 1층 (삼양이동)",63321.0,한식,제주특별자치도,제주시,삼봉로2길
세자매분식,영업,제주특별자치도 제주시 외도일동 560-1번지,"제주특별자치도 제주시 우정로11길 18, 1층 108호 (외도일동)",63070.0,분식,제주특별자치도,제주시,우정로11길
황금토종닭,영업,제주특별자치도 제주시 노형동 2264-1,"제주특별자치도 제주시 방일4길 4, 1층 (노형동)",63093.0,탕류(보신용),제주특별자치도,제주시,방일4길
길,영업,제주특별자치도 제주시 연동 291-10번지,제주특별자치도 제주시 삼무로3길 14 (연동),63125.0,한식,제주특별자치도,제주시,삼무로3길
아라치일도점,영업,제주특별자치도 제주시 일도이동 47-1 113동 107호,"제주특별자치도 제주시 천수로 68, 113동 107호 (일도이동)",63258.0,호프/통닭,제주특별자치도,제주시,천수로
문성반점,영업,제주특별자치도 제주시 연동 253-18번지,제주특별자치도 제주시 연동4길 12-9 (연동),63132.0,일식,제주특별자치도,제주시,연동4길
해녀와바다,영업,제주특별자치도 제주시 도두일동 2635,"제주특별자치도 제주시 도두항서길 26, 가동 2층 (도두일동)",63113.0,횟집,제주특별자치도,제주시,도두항서길
